Company,File No.,Opened,Closed,Coverage,SubCoverage,Reason,SubReason,Disposition,Conclusion,Recovery,Status
"Anthem Health Plans, Inc",603973,08/25/2016,09/12/2016,,,Utilization Review,Medical Necessity,Company Position Upheld,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",703479,07/31/2017,08/15/2017,Group Health,Prescription,Utilization Review,Medical Necessity,Coverage Granted,Furnished Information,0.00,Closed
Metropolitan Property and Casualty Insurance Company,704811,10/20/2017,11/06/2017,,,Unfair Claims Practice,Claim Procedure,Claim Settled,Unjustified,0.00,Closed
"Anthem Health Plans, Inc",701669,04/06/2017,05/08/2017,Individual Health,Other,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
Aetna Life Insurance Company,503992,08/28/2015,10/14/2015,Group Health,Speech Therapy,Utilization Review,Medical Necessity,Furnished Information,Furnished Information,0.00,Closed
UnitedHealthcare Insurance Company,700324,01/20/2017,02/15/2017,Group Health,No SubCov - AH,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",504201,09/10/2015,09/28/2015,Exchange-Individual Hlth,No SubCov - AH,Utilization Review,Medical Necessity,Furnished Information,Furnished Information,2210.95,Closed
"ConnectiCare Insurance Company, Inc",500152,01/12/2015,01/26/2015,Group Health,Prescription,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
Vermont Mutual Insurance Company,900751,02/14/2019,02/25/2019,Homeowners,,Unfair Claims Practice,Unsatisfactory Settlement,Company Position Upheld,Unjustified,0.00,Closed
Metropolitan Property and Casualty Insurance Company,704811,10/20/2017,11/06/2017,Auto Physical Damage,,Unfair Claims Practice,Claim Procedure,Claim Settled,Unjustified,0.00,Closed
"Anthem Health Plans, Inc",700879,02/22/2017,03/09/2017,Group Health,Durable Medical Equipment,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
Aetna Life Insurance Company,701840,04/19/2017,05/22/2017,,,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",604084,09/01/2016,09/15/2016,Individual Health,Behavl Hlth/Subst Abuse,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",503810,08/18/2015,09/29/2015,,,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",502871,06/19/2015,08/27/2015,,,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Oxford Health Insurance, Incorporated",704575,10/10/2017,10/27/2017,,,Utilization Review,Medical Necessity,Claim Settled,Justified,1207.04,Closed
"ConnectiCare Benefits, Inc.",505108,11/06/2015,11/17/2015,Exchange-Individual Hlth,Hepatitis C,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
UnitedHealthcare Insurance Company,704676,10/13/2017,10/27/2017,Group Health,In-Patient,Utilization Review,Medical Necessity,Claim Paid With Interest,Justified,270.68,Closed
Nationwide Mutual Insurance Company,900472,01/29/2019,02/25/2019,Travel Insurance,,Unfair Claims Practice,Claim Delays,Claim Settled,Unjustified,320.00,Closed
"Harvard Pilgrim Health Care of Connecticut, Inc.",901133,03/08/2019,04/16/2019,Group Health,Maternity,Unfair Claims Practice,Denial of Claim,Provider Issue,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",804315,09/11/2018,02/25/2019,Group Health,Prescription,Unfair Claims Practice,Claim Procedure,Company Position Upheld,Furnished Information,0.00,Closed
State Farm Fire & Casualty Company,901565,04/03/2019,04/16/2019,Condo Unit Owner,,Underwriting,Non-Renewal,Non-Renewal Upheld,Unjustified,0.00,Closed
Aetna Life Insurance Company,900636,02/07/2019,02/25/2019,,,Utilization Review,Medical Necessity,Furnished Information,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",503294,07/16/2015,08/12/2015,Group Health,Prescription,Utilization Review,Medical Necessity,Furnished Information,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",702866,06/20/2017,07/10/2017,Exchange-Group Health,Out-Patient,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Technology Insurance Company, Inc.",703736,08/16/2017,11/06/2017,Worker's Compensation,,Underwriting,Cancellation,Cancellation Upheld,Unjustified,0.00,Closed
"HealthyCT, Inc.",500966,03/02/2015,04/08/2015,Group Health,MRI,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",505153,11/10/2015,12/15/2015,Group Health,No SubCov - AH,Utilization Review,Medical Necessity,Coverage Granted,Furnished Information,0.00,Closed
LM General Insurance Company,805714,12/10/2018,01/25/2019,Auto Physical Damage,,Unfair Claims Practice,Denial of Claim,Premium Refund,Justified,1959.00,Closed
"ConnectiCare Insurance Company, Inc",700594,02/03/2017,02/21/2017,Group Health,Behavl Hlth/Subst Abuse,Unfair Claims Practice,Claim Delays,Contract Provision,Furnished Information,0.00,Closed
Aetna Life Insurance Company,704579,10/10/2017,10/25/2017,,,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
Aetna Life Insurance Company,704579,10/10/2017,10/25/2017,Group Health,Physical Therapy,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
ConnectiCare Inc,501892,04/23/2015,05/14/2015,,,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"HPHC Insurance Company, Inc.",703643,08/10/2017,09/14/2017,,,Utilization Review,Medical Necessity,Coverage Granted,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",500147,01/12/2015,04/16/2015,,,Utilization Review,Medical Necessity,External Review Info Sent,Justified,0.00,Closed
"Oxford Health Insurance, Incorporated",704255,09/20/2017,09/27/2017,,,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Oxford Health Insurance, Incorporated",600972,02/29/2016,03/31/2016,Group Health,MRI,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",605461,11/30/2016,01/09/2017,Group Health,Out-Patient,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
Aetna Life Insurance Company,504253,09/14/2015,10/13/2015,Group Health,No SubCov - AH,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
State Farm Fire & Casualty Company,704841,10/23/2017,11/06/2017,Homeowners,,Premium and Rating,Excessive Charges,Company Position Upheld,Unjustified,0.00,Closed
Progressive Direct Insurance Company,900450,01/29/2019,02/25/2019,,,Unfair Claims Practice,Denial of Claim,Company Position Upheld,Unjustified,0.00,Closed
Fidelity & Guaranty Life Insurance Company,704792,10/20/2017,11/06/2017,Unknown,Other,Premium and Rating,Other [Enter Sub-Reason],Furnished Information,Furnished Information,0.00,Closed
Aetna Life Insurance Company,704278,09/21/2017,09/28/2017,Group Health,Lab Services,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",602509,06/02/2016,07/25/2016,Group Health,Air Ambulance,Utilization Review,Medical Necessity,Claim Settled,Furnished Information,33000.00,Closed
Aetna Life Insurance Company,704487,10/04/2017,11/01/2017,,,Utilization Review,Medical Necessity,Claim Settled,Justified,869.08,Closed
Golden Rule Insurance Company,502537,06/02/2015,06/24/2015,Individual Health,Lyme Disease,Utilization Review,Medical Necessity,Coverage Granted,Furnished Information,4937.00,Closed
Vermont Mutual Insurance Company,900751,02/14/2019,02/25/2019,,,Unfair Claims Practice,Unsatisfactory Settlement,Company Position Upheld,Unjustified,0.00,Closed
Integon National Insurance Company,900715,02/13/2019,02/25/2019,Homeowners,,Unfair Claims Practice,Claim Procedure,Contract Provision,Unjustified,0.00,Closed
Aetna Life Insurance Company,502373,05/21/2015,06/04/2015,Group Health,Out-Patient,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",703340,07/24/2017,09/13/2017,Group Health,Infertility,Utilization Review,Medical Necessity,Claim Settled,Furnished Information,6544.66,Closed
ConnectiCare Inc,502658,06/08/2015,06/19/2015,Individual Health,Mammogram,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
UnitedHealthcare Insurance Company,502734,06/11/2015,08/10/2015,Group Health,Prescription,Utilization Review,Medical Necessity,Contract Provision,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",503349,07/20/2015,07/30/2015,,,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",805795,12/14/2018,02/25/2019,Group Health,Anesthesia,Unfair Claims Practice,Claim Procedure,Claim Settled,Justified,7138.00,Closed
"Oxford Health Insurance, Incorporated",605387,11/23/2016,12/15/2016,,,Utilization Review,Medical Necessity,Furnished Information,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",503349,07/20/2015,07/30/2015,Group Health,Hepatitis C,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"ConnectiCare Insurance Company, Inc",703950,08/30/2017,10/10/2017,Group Health,Prescription,Utilization Review,Medical Necessity,Company Position Upheld,Furnished Information,0.00,Closed
Aetna Life Insurance Company,900636,02/07/2019,02/25/2019,Group Health,Gender Identity,Utilization Review,Medical Necessity,Furnished Information,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",502871,06/19/2015,08/27/2015,Group Health,No SubCov - AH,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"HealthyCT, Inc.",700064,01/05/2017,01/18/2017,,,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
ConnectiCare Inc,503656,08/07/2015,09/04/2015,Individual Health,Radiology,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Oxford Health Insurance, Incorporated",704437,10/02/2017,10/18/2017,Group Health,Lab Services,Utilization Review,Medical Necessity,Claim Settled,Furnished Information,1391.62,Closed
Connecticut General Life Insurance Company,501634,04/07/2015,05/05/2015,Group Health,CT Scan,Utilization Review,Medical Necessity,Extl Rev Info Sent/SF,Furnished Information,0.00,Closed
Aetna Life Insurance Company,603234,07/15/2016,08/10/2016,Group Health,Prescription,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
Allstate Fire and Casualty Insurance Company,704671,10/13/2017,11/06/2017,Auto Liability,,Unfair Claims Practice,Denial of Claim,Refer-Judicial/Attorney,Unjustified,0.00,Closed
"ConnectiCare Insurance Company, Inc",602943,06/27/2016,07/12/2016,Individual Health,Other,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",600962,02/29/2016,03/23/2016,,,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"ConnectiCare Benefits, Inc.",704328,09/25/2017,10/11/2017,Exchange-Individual Hlth,Prescription,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",505872,12/31/2015,02/19/2016,,,Utilization Review,Medical Necessity,Furnished Information,Voluntary Reconsider,0.00,Closed
"Anthem Health Plans, Inc",500937,02/26/2015,03/18/2015,Individual Health,Physical Therapy,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
Physicians Mutual Insurance Company,901703,04/12/2019,04/16/2019,,,Marketing/Sales,Unapproved Form,Company Position Upheld,Furnished Information,0.00,Closed
"Oxford Health Insurance, Incorporated",501870,04/22/2015,05/06/2015,Group Health,MRI,Utilization Review,Medical Necessity,Claim Settled,Furnished Information,0.00,Closed
"Oxford Health Plans (CT), Inc",703253,07/18/2017,08/21/2017,,,Utilization Review,Medical Necessity,Furnished Information,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",704828,10/23/2017,11/06/2017,Exchange-Individual Hlth,No SubCov - AH,Marketing/Sales,Policy Service,Company Position Upheld,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",504764,10/16/2015,10/21/2015,Individual Health,Cancer Related,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",605266,11/17/2016,12/07/2016,Group Health,No SubCov - AH,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
Omni Insurance Company,901545,04/02/2019,04/16/2019,Auto Physical Damage,,Unfair Claims Practice,Actual Cash Value Dispute,Corrective Action,Justified,1924.68,Closed
"Anthem Health Plans, Inc",601317,03/18/2016,04/06/2016,Individual Health,Prescription,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",703199,07/14/2017,07/14/2017,,,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
Aetna Life Insurance Company,500048,01/06/2015,01/20/2015,Group Health,Lab Services,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
UnitedHealthcare Insurance Company,701227,03/13/2017,03/27/2017,Individual Health,Other,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"ConnectiCare Insurance Company, Inc",504237,09/14/2015,09/28/2015,Individual Health,Prescription,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
Aetna Life Insurance Company,500967,03/02/2015,04/09/2015,Group Health,Prescription,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",700990,02/28/2017,03/17/2017,Individual Health,Prescription,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
UnitedHealthcare Insurance Company,604632,10/06/2016,10/28/2016,,,Utilization Review,Medical Necessity,Coverage Granted,Furnished Information,0.00,Closed
ACE American Insurance Company,703775,08/18/2017,11/06/2017,Auto Liability,,Unfair Claims Practice,Claim Delays,Company Position Upheld,Unjustified,0.00,Closed
ConnectiCare Inc,505006,10/30/2015,11/17/2015,Group Health,Diabetic Supplies,Utilization Review,Medical Necessity,Coverage Granted,Furnished Information,0.00,Closed
Aetna Health Inc,602191,05/11/2016,05/23/2016,Group Health,No SubCov - AH,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"ConnectiCare Insurance Company, Inc",600211,01/14/2016,02/03/2016,,,Utilization Review,Medical Necessity,Coverage Extended,Furnished Information,0.00,Closed
"HealthyCT, Inc.",605801,12/22/2016,01/25/2017,Group Health,Prescription,Utilization Review,Medical Necessity,Contract Provision,Furnished Information,0.00,Closed
ConnectiCare Inc,502779,06/15/2015,06/23/2015,Group Health,Prescription,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
"HealthyCT, Inc.",602121,05/06/2016,05/24/2016,Group Health,Prescription,Utilization Review,UR Procedure,Coverage Granted,Justified,0.00,Closed
UnitedHealthcare Insurance Company,702639,06/06/2017,06/21/2017,Group Health,Prescription,Utilization Review,Medical Necessity,Coverage Granted,Furnished Information,0.00,Closed
"Anthem Health Plans, Inc",700443,01/26/2017,02/23/2017,Group Health,Cancer Related,Utilization Review,Medical Necessity,External Review Info Sent,Furnished Information,0.00,Closed
Metropolitan Life Insurance Company,704250,09/20/2017,11/06/2017,Individual Annuity,Fixed Annuity,Unfair Claims Practice,Claim Procedure,Company Position Upheld,Unjustified,0.00,Closed
"Anthem Health Plans, Inc",700096,01/06/2017,01/23/2017,Individual Health,Prescription,Utilization Review,Medical Necessity,Coverage Granted,Furnished Information,0.00,Closed
